Length	Percentile	Value
18	11	0.6211180124223602
18	12	0.6211180124223602
18	13	0.6211180124223602
18	14	0.6211180124223602
18	15	0.6211180124223602
18	16	0.6211180124223602
18	17	0.6211180124223602
18	18	0.6211180124223602
18	19	0.6211180124223602
18	20	0.6211180124223602
18	21	0.6211180124223602
18	22	0.6211180124223602
18	23	0.6211180124223602
18	24	0.6211180124223602
18	25	0.6211180124223602
18	26	0.6211180124223602
18	27	0.6211180124223602
18	28	0.6211180124223602
18	29	0.6211180124223602
18	30	0.6211180124223602
18	31	0.6211180124223602
18	32	0.6211180124223602
18	33	0.6211180124223602
18	34	0.6211180124223602
18	35	0.6211180124223602
18	36	0.6211180124223602
18	37	0.6211180124223602
18	38	0.6211180124223602
18	39	0.6211180124223602
18	40	0.6211180124223602
18	41	0.6211180124223602
18	42	0.6211180124223602
18	43	0.6211180124223602
18	44	0.6211180124223602
18	45	0.6211180124223602
18	46	0.6211180124223602
18	47	0.6211180124223602
18	48	0.6211180124223602
18	49	0.6211180124223602
18	50	0.6211180124223602
18	51	0.6211180124223602
18	52	0.6211180124223602
18	53	0.6211180124223602
18	54	0.6211180124223602
18	55	0.6211180124223602
18	56	0.6211180124223602
18	57	0.6211180124223602
18	58	0.6211180124223602
18	59	0.6211180124223602
18	60	0.6211180124223602
18	61	0.6211180124223602
18	62	0.6211180124223602
18	63	0.6211180124223602
18	64	0.6211180124223602
18	65	0.6211180124223602
18	66	0.6211180124223602
18	67	0.6211180124223602
18	68	0.6211180124223602
18	69	0.6211180124223602
18	70	0.6211180124223602
18	71	0.6211180124223602
18	72	0.6211180124223602
18	73	0.6211180124223602
18	74	0.6211180124223602
18	75	0.6211180124223602
18	76	0.6211180124223602
18	77	0.6211180124223602
18	78	0.6211180124223602
18	79	1.2422360248447204
18	80	1.2422360248447204
18	81	1.2422360248447204
18	82	1.2422360248447204
18	83	1.2422360248447204
18	84	1.2422360248447204
18	85	1.2422360248447204
18	86	1.2422360248447204
18	87	1.2422360248447204
18	88	1.2422360248447204
18	89	1.2422360248447204
18	90	1.8633540372670807
18	91	1.8633540372670807
18	92	1.8633540372670807
18	93	1.8633540372670807
18	94	2.484472049689441
18	95	2.484472049689441
18	96	3.1055900621118013
18	97	4.3478260869565215
18	98	6.211180124223603
18	99	11.801242236024844
18	100	92.54658385093167
19	0	0.6211180124223602
19	1	0.6211180124223602
19	2	0.6211180124223602
19	3	0.6211180124223602
19	4	0.6211180124223602
19	5	0.6211180124223602
19	6	0.6211180124223602
19	7	0.6211180124223602
19	8	0.6211180124223602
19	9	0.6211180124223602
19	10	0.6211180124223602
19	11	0.6211180124223602
19	12	0.6211180124223602
19	13	0.6211180124223602
19	14	0.6211180124223602
19	15	0.6211180124223602
19	16	0.6211180124223602
19	17	0.6211180124223602
19	18	0.6211180124223602
19	19	0.6211180124223602
19	20	0.6211180124223602
19	21	0.6211180124223602
19	22	0.6211180124223602
19	23	0.6211180124223602
19	24	0.6211180124223602
19	25	0.6211180124223602
19	26	0.6211180124223602
19	27	0.6211180124223602
19	28	0.6211180124223602
19	29	0.6211180124223602
19	30	0.6211180124223602
19	31	0.6211180124223602
19	32	0.6211180124223602
19	33	0.6211180124223602
19	34	0.6211180124223602
19	35	0.6211180124223602
19	36	0.6211180124223602
19	37	0.6211180124223602
19	38	0.6211180124223602
19	39	0.6211180124223602
19	40	0.6211180124223602
19	41	0.6211180124223602
19	42	0.6211180124223602
19	43	0.6211180124223602
19	44	0.6211180124223602
19	45	0.6211180124223602
19	46	0.6211180124223602
19	47	0.6211180124223602
19	48	0.6211180124223602
19	49	0.6211180124223602
19	50	0.6211180124223602
19	51	0.6211180124223602
19	52	0.6211180124223602
19	53	0.6211180124223602
19	54	0.6211180124223602
19	55	0.6211180124223602
19	56	0.6211180124223602
19	57	0.6211180124223602
19	58	0.6211180124223602
19	59	0.6211180124223602
19	60	0.6211180124223602
19	61	0.6211180124223602
19	62	0.6211180124223602
19	63	0.6211180124223602
19	64	0.6211180124223602
19	65	0.6211180124223602
19	66	0.6211180124223602
19	67	0.6211180124223602
19	68	0.6211180124223602
19	69	0.6211180124223602
19	70	0.6211180124223602
19	71	0.6211180124223602
19	72	0.6211180124223602
19	73	0.6211180124223602
19	74	0.6211180124223602
19	75	0.6211180124223602
19	76	0.6211180124223602
19	77	0.6211180124223602
19	78	1.2422360248447204
19	79	1.2422360248447204
19	80	1.2422360248447204
19	81	1.2422360248447204
19	82	1.2422360248447204
19	83	1.2422360248447204
19	84	1.2422360248447204
19	85	1.2422360248447204
19	86	1.2422360248447204
19	87	1.2422360248447204
19	88	1.2422360248447204
19	89	1.8633540372670807
19	90	1.8633540372670807
19	91	1.8633540372670807
19	92	1.8633540372670807
19	93	2.484472049689441
19	94	2.484472049689441
19	95	3.1055900621118013
19	96	3.7267080745341614
19	97	4.3478260869565215
19	98	6.211180124223603
19	99	11.180124223602485
19	100	93.7888198757764
20	0	0.6211180124223602
20	1	0.6211180124223602
20	2	0.6211180124223602
20	3	0.6211180124223602
20	4	0.6211180124223602
20	5	0.6211180124223602
20	6	0.6211180124223602
20	7	0.6211180124223602
20	8	0.6211180124223602
20	9	0.6211180124223602
20	10	0.6211180124223602
20	11	0.6211180124223602
20	12	0.6211180124223602
20	13	0.6211180124223602
20	14	0.6211180124223602
20	15	0.6211180124223602
20	16	0.6211180124223602
20	17	0.6211180124223602
20	18	0.6211180124223602
20	19	0.6211180124223602
20	20	0.6211180124223602
20	21	0.6211180124223602
20	22	0.6211180124223602
20	23	0.6211180124223602
20	24	0.6211180124223602
20	25	0.6211180124223602
20	26	0.6211180124223602
20	27	0.6211180124223602
20	28	0.6211180124223602
20	29	0.6211180124223602
20	30	0.6211180124223602
20	31	0.6211180124223602
20	32	0.6211180124223602
20	33	0.6211180124223602
20	34	0.6211180124223602
20	35	0.6211180124223602
20	36	0.6211180124223602
20	37	0.6211180124223602
20	38	0.6211180124223602
20	39	0.6211180124223602
20	40	0.6211180124223602
20	41	0.6211180124223602
20	42	0.6211180124223602
20	43	0.6211180124223602
20	44	0.6211180124223602
20	45	0.6211180124223602
20	46	0.6211180124223602
20	47	0.6211180124223602
20	48	0.6211180124223602
20	49	0.6211180124223602
20	50	0.6211180124223602
20	51	0.6211180124223602
20	52	0.6211180124223602
20	53	0.6211180124223602
20	54	0.6211180124223602
20	55	0.6211180124223602
20	56	0.6211180124223602
20	57	0.6211180124223602
20	58	0.6211180124223602
20	59	0.6211180124223602
20	60	0.6211180124223602
20	61	0.6211180124223602
20	62	0.6211180124223602
20	63	0.6211180124223602
20	64	0.6211180124223602
20	65	0.6211180124223602
20	66	0.6211180124223602
20	67	0.6211180124223602
20	68	0.6211180124223602
20	69	0.6211180124223602
20	70	0.6211180124223602
20	71	0.6211180124223602
20	72	0.6211180124223602
20	73	0.6211180124223602
20	74	0.6211180124223602
20	75	0.6211180124223602
20	76	1.2422360248447204
20	77	1.2422360248447204
20	78	1.2422360248447204
20	79	1.2422360248447204
20	80	1.2422360248447204
20	81	1.2422360248447204
20	82	1.2422360248447204
20	83	1.2422360248447204
20	84	1.2422360248447204
20	85	1.2422360248447204
20	86	1.2422360248447204
20	87	1.2422360248447204
20	88	1.8633540372670807
20	89	1.8633540372670807
20	90	1.8633540372670807
20	91	1.8633540372670807
20	92	2.484472049689441
20	93	2.484472049689441
20	94	2.484472049689441
20	95	3.1055900621118013
20	96	3.7267080745341614
20	97	4.3478260869565215
20	98	6.211180124223603
20	99	10.559006211180124
20	100	93.7888198757764
21	0	0.6211180124223602
21	1	0.6211180124223602
21	2	0.6211180124223602
21	3	0.6211180124223602
21	4	0.6211180124223602
21	5	0.6211180124223602
21	6	0.6211180124223602
21	7	0.6211180124223602
21	8	0.6211180124223602
21	9	0.6211180124223602
21	10	0.6211180124223602
21	11	0.6211180124223602
21	12	0.6211180124223602
21	13	0.6211180124223602
21	14	0.6211180124223602
21	15	0.6211180124223602
21	16	0.6211180124223602
21	17	0.6211180124223602
21	18	0.6211180124223602
21	19	0.6211180124223602
21	20	0.6211180124223602
21	21	0.6211180124223602
21	22	0.6211180124223602
21	23	0.6211180124223602
21	24	0.6211180124223602
21	25	0.6211180124223602
21	26	0.6211180124223602
21	27	0.6211180124223602
21	28	0.6211180124223602
21	29	0.6211180124223602
21	30	0.6211180124223602
21	31	0.6211180124223602
21	32	0.6211180124223602
21	33	0.6211180124223602
21	34	0.6211180124223602
21	35	0.6211180124223602
21	36	0.6211180124223602
21	37	0.6211180124223602
21	38	0.6211180124223602
21	39	0.6211180124223602
21	40	0.6211180124223602
21	41	0.6211180124223602
21	42	0.6211180124223602
21	43	0.6211180124223602
21	44	0.6211180124223602
21	45	0.6211180124223602
21	46	0.6211180124223602
21	47	0.6211180124223602
21	48	0.6211180124223602
21	49	0.6211180124223602
21	50	0.6211180124223602
21	51	0.6211180124223602
21	52	0.6211180124223602
21	53	0.6211180124223602
21	54	0.6211180124223602
21	55	0.6211180124223602
21	56	0.6211180124223602
21	57	0.6211180124223602
21	58	0.6211180124223602
21	59	0.6211180124223602
21	60	0.6211180124223602
21	61	0.6211180124223602
21	62	0.6211180124223602
21	63	0.6211180124223602
21	64	0.6211180124223602
21	65	0.6211180124223602
21	66	0.6211180124223602
21	67	0.6211180124223602
21	68	0.6211180124223602
21	69	0.6211180124223602
21	70	1.2422360248447204
21	71	1.2422360248447204
21	72	1.2422360248447204
21	73	1.2422360248447204
21	74	1.2422360248447204
21	75	1.2422360248447204
21	76	1.2422360248447204
21	77	1.2422360248447204
21	78	1.2422360248447204
21	79	1.2422360248447204
21	80	1.2422360248447204
21	81	1.2422360248447204
21	82	1.2422360248447204
21	83	1.2422360248447204
21	84	1.8633540372670807
21	85	1.8633540372670807
21	86	1.8633540372670807
21	87	1.8633540372670807
21	88	1.8633540372670807
21	89	1.8633540372670807
21	90	2.484472049689441
21	91	2.484472049689441
21	92	3.1055900621118013
21	93	3.1055900621118013
21	94	3.7267080745341614
21	95	3.7267080745341614
21	96	4.3478260869565215
21	97	5.590062111801243
21	98	7.453416149068323
21	99	12.422360248447205
21	100	94.40993788819875
22	0	0.6211180124223602
22	1	0.6211180124223602
22	2	0.6211180124223602
22	3	0.6211180124223602
22	4	0.6211180124223602
22	5	0.6211180124223602
22	6	0.6211180124223602
22	7	0.6211180124223602
22	8	0.6211180124223602
22	9	0.6211180124223602
22	10	0.6211180124223602
22	11	0.6211180124223602
22	12	0.6211180124223602
22	13	0.6211180124223602
22	14	0.6211180124223602
22	15	0.6211180124223602
22	16	0.6211180124223602
22	17	0.6211180124223602
22	18	0.6211180124223602
22	19	0.6211180124223602
22	20	0.6211180124223602
22	21	0.6211180124223602
22	22	0.6211180124223602
22	23	0.6211180124223602
22	24	0.6211180124223602
22	25	0.6211180124223602
22	26	0.6211180124223602
22	27	0.6211180124223602
22	28	0.6211180124223602
22	29	0.6211180124223602
22	30	0.6211180124223602
22	31	0.6211180124223602
22	32	0.6211180124223602
22	33	0.6211180124223602
22	34	0.6211180124223602
22	35	0.6211180124223602
22	36	0.6211180124223602
22	37	0.6211180124223602
22	38	0.6211180124223602
22	39	0.6211180124223602
22	40	0.6211180124223602
22	41	0.6211180124223602
22	42	0.6211180124223602
22	43	0.6211180124223602
22	44	0.6211180124223602
22	45	0.6211180124223602
22	46	0.6211180124223602
22	47	0.6211180124223602
22	48	0.6211180124223602
22	49	0.6211180124223602
22	50	0.6211180124223602
22	51	0.6211180124223602
22	52	0.6211180124223602
22	53	0.6211180124223602
22	54	0.6211180124223602
22	55	0.6211180124223602
22	56	0.6211180124223602
22	57	0.6211180124223602
22	58	0.6211180124223602
22	59	0.6211180124223602
22	60	0.6211180124223602
22	61	0.6211180124223602
22	62	0.6211180124223602
22	63	0.6211180124223602
22	64	0.6211180124223602
22	65	0.6211180124223602
22	66	0.6211180124223602
22	67	0.6211180124223602
22	68	1.2422360248447204
22	69	1.2422360248447204
22	70	1.2422360248447204
22	71	1.2422360248447204
22	72	1.2422360248447204
22	73	1.2422360248447204
22	74	1.2422360248447204
22	75	1.2422360248447204
22	76	1.2422360248447204
22	77	1.2422360248447204
22	78	1.2422360248447204
22	79	1.2422360248447204
22	80	1.2422360248447204
22	81	1.2422360248447204
22	82	1.8633540372670807
22	83	1.8633540372670807
22	84	1.8633540372670807
22	85	1.8633540372670807
22	86	1.8633540372670807
22	87	1.8633540372670807
22	88	2.484472049689441
22	89	2.484472049689441
22	90	2.484472049689441
22	91	3.1055900621118013
22	92	3.1055900621118013
22	93	3.7267080745341614
22	94	3.7267080745341614
22	95	4.3478260869565215
22	96	4.968944099378882
22	97	6.211180124223603
22	98	8.074534161490684
22	99	12.422360248447205
22	100	93.7888198757764
23	0	0.6211180124223602
23	1	0.6211180124223602
23	2	0.6211180124223602
23	3	0.6211180124223602
23	4	0.6211180124223602
23	5	0.6211180124223602
23	6	0.6211180124223602
23	7	0.6211180124223602
23	8	0.6211180124223602
23	9	0.6211180124223602
23	10	0.6211180124223602
23	11	0.6211180124223602
23	12	0.6211180124223602
23	13	0.6211180124223602
23	14	0.6211180124223602
23	15	0.6211180124223602
23	16	0.6211180124223602
23	17	0.6211180124223602
23	18	0.6211180124223602
23	19	0.6211180124223602
23	20	0.6211180124223602
23	21	0.6211180124223602
23	22	0.6211180124223602
23	23	0.6211180124223602
23	24	0.6211180124223602
23	25	0.6211180124223602
23	26	0.6211180124223602
23	27	0.6211180124223602
23	28	0.6211180124223602
23	29	0.6211180124223602
23	30	0.6211180124223602
23	31	0.6211180124223602
23	32	0.6211180124223602
23	33	0.6211180124223602
23	34	0.6211180124223602
23	35	0.6211180124223602
23	36	0.6211180124223602
23	37	0.6211180124223602
23	38	0.6211180124223602
23	39	0.6211180124223602
23	40	0.6211180124223602
23	41	0.6211180124223602
23	42	0.6211180124223602
23	43	0.6211180124223602
23	44	0.6211180124223602
23	45	0.6211180124223602
23	46	0.6211180124223602
23	47	0.6211180124223602
23	48	0.6211180124223602
23	49	0.6211180124223602
23	50	0.6211180124223602
23	51	0.6211180124223602
23	52	0.6211180124223602
23	53	0.6211180124223602
23	54	0.6211180124223602
23	55	0.6211180124223602
23	56	0.6211180124223602
23	57	0.6211180124223602
23	58	0.6211180124223602
23	59	0.6211180124223602
23	60	0.6211180124223602
23	61	1.2422360248447204
23	62	1.2422360248447204
23	63	1.2422360248447204
23	64	1.2422360248447204
23	65	1.2422360248447204
23	66	1.2422360248447204
23	67	1.2422360248447204
23	68	1.2422360248447204
23	69	1.2422360248447204
23	70	1.2422360248447204
23	71	1.2422360248447204
23	72	1.2422360248447204
23	73	1.2422360248447204
23	74	1.2422360248447204
23	75	1.2422360248447204
23	76	1.8633540372670807
23	77	1.8633540372670807
23	78	1.8633540372670807
23	79	1.8633540372670807
23	80	1.8633540372670807
23	81	1.8633540372670807
23	82	1.8633540372670807
23	83	2.484472049689441
23	84	2.484472049689441
23	85	2.484472049689441
23	86	2.484472049689441
23	87	3.1055900621118013
23	88	3.1055900621118013
23	89	3.1055900621118013
23	90	3.7267080745341614
23	91	3.7267080745341614
23	92	4.3478260869565215
23	93	4.968944099378882
23	94	5.590062111801243
23	95	6.211180124223603
23	96	7.453416149068323
23	97	9.316770186335404
23	98	11.801242236024844
23	99	16.77018633540373
23	100	93.16770186335404
24	0	0.6211180124223602
24	1	0.6211180124223602
24	2	0.6211180124223602
24	3	0.6211180124223602
24	4	0.6211180124223602
24	5	0.6211180124223602
24	6	0.6211180124223602
24	7	0.6211180124223602
24	8	0.6211180124223602
24	9	0.6211180124223602
24	10	0.6211180124223602
24	11	0.6211180124223602
24	12	0.6211180124223602
24	13	0.6211180124223602
24	14	0.6211180124223602
24	15	0.6211180124223602
24	16	0.6211180124223602
24	17	0.6211180124223602
24	18	0.6211180124223602
24	19	0.6211180124223602
24	20	0.6211180124223602
24	21	0.6211180124223602
24	22	0.6211180124223602
24	23	0.6211180124223602
24	24	0.6211180124223602
24	25	0.6211180124223602
24	26	0.6211180124223602
24	27	0.6211180124223602
24	28	0.6211180124223602
24	29	0.6211180124223602
24	30	0.6211180124223602
24	31	0.6211180124223602
24	32	0.6211180124223602
24	33	0.6211180124223602
24	34	0.6211180124223602
24	35	0.6211180124223602
24	36	0.6211180124223602
24	37	0.6211180124223602
24	38	0.6211180124223602
24	39	0.6211180124223602
24	40	0.6211180124223602
24	41	0.6211180124223602
24	42	0.6211180124223602
24	43	0.6211180124223602
24	44	0.6211180124223602
24	45	0.6211180124223602
24	46	0.6211180124223602
24	47	0.6211180124223602
24	48	0.6211180124223602
24	49	0.6211180124223602
24	50	0.6211180124223602
24	51	0.6211180124223602
24	52	1.2422360248447204
24	53	1.2422360248447204
24	54	1.2422360248447204
24	55	1.2422360248447204
24	56	1.2422360248447204
24	57	1.2422360248447204
24	58	1.2422360248447204
24	59	1.2422360248447204
24	60	1.2422360248447204
24	61	1.2422360248447204
24	62	1.2422360248447204
24	63	1.2422360248447204
24	64	1.2422360248447204
24	65	1.2422360248447204
24	66	1.2422360248447204
24	67	1.2422360248447204
24	68	1.8633540372670807
24	69	1.8633540372670807
24	70	1.8633540372670807
24	71	1.8633540372670807
24	72	1.8633540372670807
24	73	1.8633540372670807
24	74	1.8633540372670807
24	75	1.8633540372670807
24	76	2.484472049689441
24	77	2.484472049689441
24	78	2.484472049689441
24	79	2.484472049689441
24	80	2.484472049689441
24	81	3.1055900621118013
24	82	3.1055900621118013
24	83	3.1055900621118013
24	84	3.1055900621118013
24	85	3.7267080745341614
24	86	3.7267080745341614
24	87	3.7267080745341614
24	88	4.3478260869565215
24	89	4.3478260869565215
24	90	4.968944099378882
24	91	5.590062111801243
24	92	6.211180124223603
24	93	6.832298136645963
24	94	8.074534161490684
24	95	9.316770186335404
24	96	10.559006211180124
24	97	13.043478260869565
24	98	16.149068322981368
24	99	22.981366459627328
24	100	93.7888198757764
25	0	0.6211180124223602
25	1	0.6211180124223602
25	2	0.6211180124223602
25	3	0.6211180124223602
25	4	0.6211180124223602
25	5	0.6211180124223602
25	6	0.6211180124223602
25	7	0.6211180124223602
25	8	0.6211180124223602
25	9	0.6211180124223602
25	10	0.6211180124223602
25	11	0.6211180124223602
25	12	0.6211180124223602
25	13	0.6211180124223602
25	14	0.6211180124223602
25	15	0.6211180124223602
25	16	0.6211180124223602
25	17	0.6211180124223602
25	18	0.6211180124223602
25	19	0.6211180124223602
25	20	0.6211180124223602
25	21	0.6211180124223602
25	22	0.6211180124223602
25	23	0.6211180124223602
25	24	0.6211180124223602
25	25	0.6211180124223602
25	26	0.6211180124223602
25	27	0.6211180124223602
25	28	0.6211180124223602
25	29	0.6211180124223602
25	30	0.6211180124223602
25	31	0.6211180124223602
25	32	0.6211180124223602
25	33	0.6211180124223602
25	34	0.6211180124223602
25	35	0.6211180124223602
25	36	0.6211180124223602
25	37	0.6211180124223602
25	38	0.6211180124223602
25	39	0.6211180124223602
25	40	0.6211180124223602
25	41	0.6211180124223602
25	42	0.6211180124223602
25	43	0.6211180124223602
25	44	0.6211180124223602
25	45	0.6211180124223602
25	46	0.6211180124223602
25	47	0.6211180124223602
25	48	0.6211180124223602
25	49	0.6211180124223602
25	50	0.6211180124223602
25	51	0.6211180124223602
25	52	0.6211180124223602
25	53	0.6211180124223602
25	54	0.6211180124223602
25	55	0.6211180124223602
25	56	0.6211180124223602
25	57	0.6211180124223602
25	58	0.6211180124223602
25	59	0.6211180124223602
25	60	0.6211180124223602
25	61	0.6211180124223602
25	62	0.6211180124223602
25	63	0.6211180124223602
25	64	0.6211180124223602
25	65	0.6211180124223602
25	66	0.6211180124223602
25	67	0.6211180124223602
25	68	0.6211180124223602
25	69	0.6211180124223602
25	70	0.6211180124223602
25	71	0.6211180124223602
25	72	0.6211180124223602
25	73	0.6211180124223602
25	74	0.6211180124223602
25	75	0.6211180124223602
25	76	0.6211180124223602
25	77	1.2422360248447204
25	78	1.2422360248447204
25	79	1.2422360248447204
25	80	1.2422360248447204
25	81	1.2422360248447204
25	82	1.2422360248447204
25	83	1.2422360248447204
25	84	1.2422360248447204
25	85	1.2422360248447204
25	86	1.2422360248447204
25	87	1.2422360248447204
25	88	1.8633540372670807
25	89	1.8633540372670807
25	90	1.8633540372670807
25	91	1.8633540372670807
25	92	1.8633540372670807
25	93	2.484472049689441
25	94	2.484472049689441
25	95	3.1055900621118013
25	96	3.7267080745341614
25	97	4.3478260869565215
25	98	6.211180124223603
25	99	11.180124223602485
25	100	93.16770186335404
26	0	0.6211180124223602
26	1	0.6211180124223602
26	2	0.6211180124223602
26	3	0.6211180124223602
26	4	0.6211180124223602
26	5	0.6211180124223602
26	6	0.6211180124223602
26	7	0.6211180124223602
26	8	0.6211180124223602
26	9	0.6211180124223602
26	10	0.6211180124223602
26	11	0.6211180124223602
26	12	0.6211180124223602
26	13	0.6211180124223602
26	14	0.6211180124223602
26	15	0.6211180124223602
26	16	0.6211180124223602
26	17	0.6211180124223602
26	18	0.6211180124223602
26	19	0.6211180124223602
26	20	0.6211180124223602
26	21	0.6211180124223602
26	22	0.6211180124223602
26	23	0.6211180124223602
26	24	0.6211180124223602
26	25	0.6211180124223602
26	26	0.6211180124223602
26	27	0.6211180124223602
26	28	0.6211180124223602
26	29	0.6211180124223602
26	30	0.6211180124223602
26	31	0.6211180124223602
26	32	0.6211180124223602
26	33	0.6211180124223602
26	34	0.6211180124223602
26	35	0.6211180124223602
26	36	0.6211180124223602
26	37	0.6211180124223602
26	38	0.6211180124223602
26	39	0.6211180124223602
26	40	0.6211180124223602
26	41	0.6211180124223602
26	42	0.6211180124223602
26	43	0.6211180124223602
26	44	0.6211180124223602
26	45	0.6211180124223602
26	46	0.6211180124223602
26	47	0.6211180124223602
26	48	0.6211180124223602
26	49	0.6211180124223602
26	50	0.6211180124223602
26	51	0.6211180124223602
26	52	0.6211180124223602
26	53	0.6211180124223602
26	54	0.6211180124223602
26	55	0.6211180124223602
26	56	0.6211180124223602
26	57	0.6211180124223602
26	58	0.6211180124223602
26	59	0.6211180124223602
26	60	0.6211180124223602
26	61	0.6211180124223602
26	62	0.6211180124223602
26	63	0.6211180124223602
26	64	0.6211180124223602
26	65	0.6211180124223602
26	66	0.6211180124223602
26	67	0.6211180124223602
26	68	0.6211180124223602
26	69	0.6211180124223602
