#SRX7371629 uninfected_roots:SRX7371630 uninfected_roots
0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0
15	47008	33444	8122	5804	2616	2616	6979	5187
16	179520	121614	13154	9528	3968	3968	11010	8323
17	114135	83840	19659	14714	5615	5615	15922	12429
18	192738	143893	25082	18544	6960	6960	19689	15300
19	233474	168946	27524	20689	7348	7348	21143	16806
20	264765	190469	29797	22696	7927	7927	22932	18281
21	877885	685964	51142	38085	12097	12097	39868	31364
22	168988	121027	31246	22232	8551	8551	24938	18756
23	91345	59206	32488	23091	5688	5688	27549	20620
24	77460	55463	88655	59924	16376	16376	75878	53959
25	17246	10472	6554	3766	1798	1798	5494	3424
26	7747	4547	2850	1573	910	910	2373	1438
27	3240	1820	1897	914	547	547	1605	849
28	2238	1344	1506	669	369	369	1266	628
29	3026	1705	1089	489	296	296	944	464
30	1784	989	859	371	206	206	733	349
31	3803	1776	656	250	138	138	565	235
32	2881	1165	512	204	110	110	426	196
33	5633	2374	381	164	83	83	307	153
34	1174	550	292	84	67	67	233	77
35	1216	513	190	66	53	53	163	62
36	603	323	129	58	42	42	111	54
37	301	162	100	46	31	31	83	45
38	59	38	75	51	21	21	63	45
39	67	47	77	51	14	14	65	46
40	81	34	63	38	13	13	60	35
#SRX7371629 uninfected_roots:SRX7371631 uninfected_roots
0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0
15	46597	27236	8533	4708	2410	2410	7185	4323
16	178446	82975	14228	6679	3493	3493	11485	6042
17	112317	54365	21477	9486	4819	4819	16718	8542
18	190668	91880	27152	12352	5967	5967	20682	10917
19	231580	111062	29418	14191	6563	6563	21928	12304
20	262616	137341	31946	16540	7065	7065	23794	14231
21	876096	535923	52931	30588	11212	11212	40753	26272
22	167985	98387	32249	18836	8086	8086	25403	16397
23	91153	51573	32680	22853	5560	5560	27677	20667
