#SRX5516627 roots_IONTORRENT:SRX5516628 roots_IONTORRENT
0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0
15	383166	308798	58591	25092	7812	7812	38298	18397
16	478487	352593	55171	22311	6946	6946	34090	15924
17	237013	99085	56143	18847	6328	6328	33451	13725
18	278006	142331	60757	18931	6096	6096	35906	13701
19	330696	181079	70349	23233	6480	6480	41506	16822
20	774159	291301	85049	28184	7202	7202	51032	20406
21	1268995	704813	174999	70045	17249	17249	109023	49982
22	393613	148288	172834	60943	16554	16554	106950	43423
23	531643	242294	541887	175281	65916	65916	325067	121569
24	2077885	1167419	1489781	456298	263080	263080	816975	302168
25	277374	63751	123738	35376	9662	9662	73766	25509
26	255029	49790	67133	8746	4372	4372	34959	6302
27	219508	36548	64810	7044	4137	4137	32645	5227
28	214812	40370	64189	6205	3958	3958	31519	4589
29	221492	51654	64436	5466	3810	3810	30226	3983
30	302324	103497	62840	4901	3687	3687	29037	3538
31	629563	544328	61935	4451	3510	3510	28028	3255
32	785412	414410	59844	4252	3323	3323	27029	3106
33	363603	197409	59745	3698	3178	3178	25919	2635
34	255166	111798	58566	3304	2919	2919	24795	2453
35	182393	56983	57896	3085	2606	2606	23330	2252
36	129143	16758	55199	2559	2431	2431	22120	1918
37	116327	14644	54588	2238	2253	2253	21101	1689
38	105269	10666	51655	2030	2085	2085	19767	1469
39	102865	11531	50787	1918	1947	1947	18832	1370
40	100801	17072	48319	1668	1840	1840	17636	1246
41	100507	30865	47454	1500	1697	1697	16730	1113
42	83124	8468	45095	1367	1591	1591	15597	1016
43	74453	7816	42823	1312	1527	1527	14798	933
44	65767	6122	41171	1222	1413	1413	13908	880
45	60792	6036	39199	1029	1335	1335	12822	706
46	55676	5645	36631	933	1205	1205	12020	684
47	53067	7062	34038	864	1100	1100	11182	593
48	45446	5035	32758	743	1058	1058	10538	561
49	43448	5006	30518	684	950	950	9644	508
50	38265	4720	27429	718	906	906	9015	460
51	36095	3457	26489	566	794	794	8414	403
52	37952	4084	23225	488	756	756	7639	344
53	30534	2871	21995	471	679	679	7044	342
54	20723	1974	20662	416	611	611	6579	303
55	18477	1641	17317	391	587	587	5863	267
56	17707	1501	16541	334	525	525	5463	259
57	17303	1468	14743	320	464	464	5078	228
58	14394	1190	14330	294	387	387	4594	190
