#SRX13410561 uninfected_leaves:SRX13410562 uninfected_leaves
0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0
15	2371	2670	1582	1401	519	519	1393	1264
16	11204	10805	3402	2794	1929	1929	2805	2378
17	60626	56462	6979	5571	5436	5436	5746	4854
18	230229	234660	16747	14668	9812	9812	14720	13686
19	382845	410938	27707	27814	12725	12725	25485	26099
20	406768	487844	31740	34075	13347	13347	29633	32102
21	625973	746608	64171	78951	19695	19695	60469	73913
22	363650	401596	65586	75072	17712	17712	61817	70737
23	346976	394214	109542	136481	29228	29228	102931	124640
24	485096	607087	302799	396514	102731	102731	277667	347074
25	216649	265015	19575	22604	10592	10592	17945	21211
26	103426	120942	9375	9174	7553	7553	8132	8220
27	10776	13291	2459	3682	2012	2012	2109	2823
28	71	78	101	186	30	30	97	166
29	0	0	4	8	0	0	4	8
30	2	1	3	3	1	1	3	3
31	0	0	2	4	0	0	2	3
32	1	1	0	1	1	1	0	1
33	25	17	5	0	1	1	2	0
34	0	0	2	3	0	0	2	2
35	2	1	0	0	1	1	0	0
36	0	0	0	0	0	0	0	0
37	0	0	0	0	0	0	0	0
38	0	0	0	1	0	0	0	1
39	0	0	0	0	0	0	0	0
40	0	0	1	0	0	0	1	0
#SRX13410561 uninfected_leaves:SRX13410563 uninfected_leaves
0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0
15	2653	5634	1300	2484	703	703	1209	2008
16	11742	15547	2864	3753	2228	2228	2506	2981
17	60915	50006	6690	5403	5571	5571	5611	4740
18	230155	150517	16821	9958	9573	9573	14959	9412
19	382020	270445	28532	18465	12092	12092	26118	17589
20	405908	309648	32600	22991	12657	12657	30323	21936
21	623583	497619	66561	48964	17758	17758	62406	46827
22	361318	262214	67918	46713	15826	15826	63703	44890
23	339345	245012	117173	78991	23345	23345	108814	75126
